rank	freq	highest	term1	term2	norMean	mean	sum	items
0.39	10	596	transferrin	"prostatic hyperplasia"	25.49	39.89	5146	129
0.39	11	222	trandolapril	"obesity"	28.06	37.56	601	16
0.39	11	249	phencyclidine	"hypertension"	28.14	41.71	584	14
0.39	11	372	cysteine	"depressive disorder"	28.54	34.05	4631	136
0.39	11	372	cysteine	"spondylarthritis"	28.54	34.05	4631	136
0.39	13	2497	fibrinogen	"spondylitis, ankylosing"	33.14	107.17	14896	139
0.39	13	3618	heparin	"celiac disease"	33.39	116.68	17385	149
0.39	13	3618	heparin	"pulmonary heart disease"	33.39	116.68	17385	149
0.39	13	3618	heparin	"raynaud disease"	33.39	116.68	17385	149
0.39	13	3618	heparin	"trypanosomiasis"	33.39	116.68	17385	149
0.39	13	3618	heparin	"vomiting"	33.39	116.68	17385	149
0.39	14	1956	arginine	"autistic disorder"	35.50	74.57	12005	161
0.39	14	1956	arginine	"intraoperative complications"	35.50	74.57	12005	161
0.39	14	3349	tyrosine	"sexual dysfunction, physiological"	35.69	90.63	14410	159
0.39	17	4063	hemoglobin	"leprosy"	43.09	185.79	30841	166
0.39	17	4063	hemoglobin	"muscular dystrophies"	43.09	185.79	30841	166
0.39	17	4063	hemoglobin	"pulmonary fibrosis"	43.09	185.79	30841	166
0.39	20	3982	interferon	"eating disorders"	51.16	172.90	28356	164
0.39	20	3982	interferon	"eczema"	51.16	172.90	28356	164
0.39	20	3982	interferon	"prostatic hyperplasia"	51.16	172.90	28356	164
0.39	2	11	glutethimide	"erythema"	5.10	5.10	51	10
0.39	2	11	glutethimide	"hyperaldosteronism"	5.10	5.10	51	10
0.39	2	11	glutethimide	"hypertension"	5.10	5.10	51	10
0.39	2	11	glutethimide	"myocardial ischemia"	5.10	5.10	51	10
0.39	2	11	glutethimide	"urination disorders"	5.10	5.10	51	10
0.39	2	11	nepafenac	"diabetic angiopathies"	5.17	5.17	31	6
0.39	2	11	nepafenac	"diabetic retinopathy"	5.17	5.17	31	6
0.39	2	11	nepafenac	"dry eye syndromes"	5.17	5.17	31	6
0.39	2	11	palifermin	"hodgkin disease"	5.17	5.17	31	6
0.39	2	11	palifermin	"renal insufficiency, chronic"	5.17	5.17	31	6
0.39	2	11	tinzaparin	"alopecia"	5.12	5.12	41	8
0.39	2	12	sparfloxacin	"asthma"	5.09	5.09	56	11
0.39	2	12	sparfloxacin	"mycoses"	5.09	5.09	56	11
0.39	2	12	sparfloxacin	"renal insufficiency, chronic"	5.09	5.09	56	11
0.39	2	13	butaclamol	"epilepsy"	5.14	5.14	36	7
0.39	2	13	butaclamol	"lymphoma"	5.14	5.14	36	7
0.39	2	13	butaclamol	"obesity"	5.14	5.14	36	7
0.39	2	13	butaclamol	"substance withdrawal syndrome"	5.14	5.14	36	7
0.39	2	13	octanoic	"cardiomyopathies"	5.19	5.19	109	21
0.39	2	13	octanoic	"colitis, ulcerative"	5.19	5.19	109	21
0.39	2	13	octanoic	"gastritis"	5.19	5.19	109	21
0.39	2	13	octanoic	"heartburn"	5.19	5.19	109	21
0.39	2	13	octanoic	"irritable bowel syndrome"	5.19	5.19	109	21
0.39	2	13	octanoic	"parkinson disease"	5.19	5.19	109	21
0.39	2	17	rifamycin	"arthritis, juvenile rheumatoid"	5.12	5.12	87	17
0.39	2	17	rifamycin	"crohn disease"	5.12	5.12	87	17
0.39	2	17	rifamycin	"eczema"	5.12	5.12	87	17
0.39	2	17	rifamycin	"hodgkin disease"	5.12	5.12	87	17
0.39	2	17	rifamycin	"pelvic inflammatory disease"	5.12	5.12	87	17
0.39	2	17	rifamycin	"sarcoidosis"	5.12	5.12	87	17
0.39	2	17	rifamycin	"uveitis"	5.12	5.12	87	17
0.39	2	20	fusidic	"alopecia"	5.17	5.17	119	23
0.39	2	20	fusidic	"blepharitis"	5.17	5.17	119	23
0.39	2	20	fusidic	"cardiomyopathies"	5.17	5.17	119	23
0.39	2	20	fusidic	"diabetes mellitus, type 2"	5.17	5.17	119	23
0.39	2	20	fusidic	"inflammatory bowel diseases"	5.17	5.17	119	23
0.39	2	20	fusidic	"leprosy"	5.17	5.17	119	23
0.39	2	20	fusidic	"leukemia"	5.17	5.17	119	23
0.39	2	20	fusidic	"polyradiculoneuropathy"	5.17	5.17	119	23
0.39	2	20	fusidic	"renal insufficiency, chronic"	5.17	5.17	119	23
0.39	2	20	fusidic	"uveitis"	5.17	5.17	119	23
0.39	2	20	fusidic	"vasculitis"	5.17	5.17	119	23
0.39	2	21	gallamine	"myocardial ischemia"	5.18	5.18	57	11
0.39	2	21	gallamine	"sleep disorders"	5.18	5.18	57	11
0.39	2	21	gallamine	"urination disorders"	5.18	5.18	57	11
0.39	2	25	buserelin	"acne vulgaris"	5.19	5.19	83	16
0.39	2	25	buserelin	"diabetes mellitus, type 2"	5.19	5.19	83	16
0.39	2	25	buserelin	"facial dermatoses"	5.19	5.19	83	16
0.39	2	25	buserelin	"hodgkin disease"	5.19	5.19	83	16
0.39	2	25	buserelin	"lymphoma"	5.19	5.19	83	16
0.39	2	25	buserelin	"sexual dysfunction, physiological"	5.19	5.19	83	16
0.39	2	25	buserelin	"sexual dysfunctions, psychological"	5.19	5.19	83	16
0.39	2	25	buserelin	"urination disorders"	5.19	5.19	83	16
0.39	2	29	quinupristin	"anemia, sickle cell"	5.17	5.17	62	12
0.39	2	29	quinupristin	"diabetes mellitus, type 1"	5.17	5.17	62	12
0.39	2	29	quinupristin	"lymphoma"	5.17	5.17	62	12
0.39	2	29	quinupristin	"periodontitis"	5.17	5.17	62	12
0.39	2	29	quinupristin	"peripheral vascular diseases"	5.17	5.17	62	12
0.39	2	29	quinupristin	"vasculitis"	5.17	5.17	62	12
0.39	2	8	sulfamethoxypyridazine	"malaria"	5.12	5.12	41	8
0.39	2	9	benfotiamine	"arthritis, rheumatoid"	5.18	5.18	57	11
0.39	2	9	benfotiamine	"myocardial ischemia"	5.18	5.18	57	11
0.39	3	108	colistin	"arthritis, rheumatoid"	7.73	7.97	263	33
0.39	3	108	colistin	"diabetic angiopathies"	7.73	7.97	263	33
0.39	3	108	colistin	"diabetic neuropathies"	7.73	7.97	263	33
0.39	3	108	colistin	"dyskinesias"	7.73	7.97	263	33
0.39	3	108	colistin	"foot ulcer"	7.73	7.97	263	33
0.39	3	108	colistin	"leg ulcer"	7.73	7.97	263	33
0.39	3	108	colistin	"lymphoma"	7.73	7.97	263	33
0.39	3	108	colistin	"lymphoma, non-hodgkin"	7.73	7.97	263	33
0.39	3	108	colistin	"pancreatitis"	7.73	7.97	263	33
0.39	3	108	colistin	"pelvic inflammatory disease"	7.73	7.97	263	33
0.39	3	108	colistin	"pulmonary disease, chronic obstructive"	7.73	7.97	263	33
0.39	3	108	colistin	"urination disorders"	7.73	7.97	263	33
0.39	3	131	indinavir	"diabetes mellitus, type 2"	7.79	8.73	288	33
0.39	3	131	indinavir	"granuloma"	7.79	8.73	288	33
0.39	3	131	indinavir	"hiv wasting syndrome"	7.79	8.73	288	33
0.39	3	131	indinavir	"malaria"	7.79	8.73	288	33
0.39	3	131	indinavir	"sexual dysfunctions, psychological"	7.79	8.73	288	33
0.39	3	131	indinavir	"wasting syndrome"	7.79	8.73	288	33
0.39	3	132	suramin	"alzheimer disease"	7.66	8.50	323	38
0.39	3	132	suramin	"arthritis, rheumatoid"	7.66	8.50	323	38
0.39	3	132	suramin	"coronary disease"	7.66	8.50	323	38
0.39	3	132	suramin	"encephalitis"	7.66	8.50	323	38
0.39	3	132	suramin	"nephritis"	7.66	8.50	323	38
0.39	3	132	suramin	"tauopathies"	7.66	8.50	323	38
0.39	3	20	ceruletide	"epilepsy"	7.78	7.78	70	9
0.39	3	20	ceruletide	"obesity"	7.78	7.78	70	9
0.39	3	25	acepromazine	"hypertension"	7.67	7.67	69	9
0.39	3	26	acivicin	"carcinoma, non-small-cell lung"	7.60	7.60	38	5
0.39	3	26	acivicin	"trypanosomiasis"	7.60	7.60	38	5
0.39	3	26	quipazine	"depressive disorder"	7.75	7.75	62	8
0.39	3	26	quipazine	"sleep disorders"	7.75	7.75	62	8
0.39	3	27	cycloserine	"sphingolipidoses"	7.71	7.71	162	21
0.39	3	30	alclofenac	"back pain"	7.67	7.67	46	6
0.39	3	31	rocuronium	"amyotrophic lateral sclerosis"	7.71	7.71	239	31
0.39	3	31	rocuronium	"angina pectoris"	7.71	7.71	239	31
0.39	3	31	rocuronium	"cardiomyopathies"	7.71	7.71	239	31
0.39	3	31	rocuronium	"erythema"	7.71	7.71	239	31
0.39	3	31	rocuronium	"gastroesophageal reflux"	7.71	7.71	239	31
0.39	3	31	rocuronium	"hypertension, pulmonary"	7.71	7.71	239	31
0.39	3	31	rocuronium	"motor neuron disease"	7.71	7.71	239	31
0.39	3	36	dihydrotachysterol	"arteriosclerosis"	7.79	7.79	109	14
0.39	3	36	dihydrotachysterol	"epilepsy"	7.79	7.79	109	14
0.39	3	36	dihydrotachysterol	"hypertension"	7.79	7.79	109	14
0.39	3	36	dihydrotachysterol	"nephritis"	7.79	7.79	109	14
0.39	3	42	mestranol	"alopecia"	7.71	7.71	185	24
0.39	3	42	mestranol	"arthritis, rheumatoid"	7.71	7.71	185	24
0.39	3	42	mestranol	"glaucoma"	7.71	7.71	185	24
0.39	3	42	mestranol	"mycoses"	7.71	7.71	185	24
0.39	3	42	mestranol	"ocular hypertension"	7.71	7.71	185	24
0.39	3	43	amineptine	"eating disorders"	7.73	7.73	85	11
0.39	3	43	amineptine	"substance withdrawal syndrome"	7.73	7.73	85	11
0.39	3	51	zalcitabine	"cardiomyopathies"	7.67	7.67	69	9
0.39	3	51	zalcitabine	"mycoses"	7.67	7.67	69	9
0.39	3	53	fludrocortisone	"acquired immunodeficiency syndrome"	7.64	7.64	252	33
0.39	3	53	fludrocortisone	"cardiomyopathies"	7.64	7.64	252	33
0.39	3	53	fludrocortisone	"cystic fibrosis"	7.64	7.64	252	33
0.39	3	53	fludrocortisone	"depressive disorder"	7.64	7.64	252	33
0.39	3	53	fludrocortisone	"inflammatory bowel diseases"	7.64	7.64	252	33
0.39	3	53	fludrocortisone	"lupus erythematosus, systemic"	7.64	7.64	252	33
0.39	3	53	fludrocortisone	"nephritis"	7.64	7.64	252	33
0.39	3	53	fludrocortisone	"vomiting"	7.64	7.64	252	33
0.39	3	62	oxacillin	"facial dermatoses"	7.60	7.60	228	30
0.39	3	62	oxacillin	"lymphoma"	7.60	7.60	228	30
0.39	3	62	oxacillin	"myositis"	7.60	7.60	228	30
0.39	3	62	oxacillin	"peripheral vascular diseases"	7.60	7.60	228	30
0.39	3	79	milnacipran	"hypertension"	7.77	7.77	171	22
0.39	3	79	milnacipran	"schizophrenia"	7.77	7.77	171	22
0.39	3	79	milnacipran	"serotonin syndrome"	7.77	7.77	171	22
0.39	3	79	milnacipran	"sexual dysfunctions, psychological"	7.77	7.77	171	22
0.39	4	114	teicoplanin	"cystic fibrosis"	10.28	10.84	271	25
0.39	4	114	teicoplanin	"encephalitis"	10.28	10.84	271	25
0.39	4	114	teicoplanin	"erythema"	10.28	10.84	271	25
0.39	4	115	phenoxybenzamine	"cushing syndrome"	10.39	10.73	472	44
0.39	4	115	phenoxybenzamine	"sleep disorders"	10.39	10.73	472	44
0.39	4	115	phenoxybenzamine	"urinary retention"	10.39	10.73	472	44
0.39	4	171	phenelzine	"coronary disease"	10.26	13.35	307	23
0.39	4	171	phenelzine	"sexual dysfunction, physiological"	10.26	13.35	307	23
0.39	4	176	edrophonium	"motor neuron disease"	10.33	13.95	293	21
0.39	4	176	edrophonium	"vomiting"	10.33	13.95	293	21
0.39	4	253	tranexamic	"cystic fibrosis"	10.30	14.12	565	40
0.39	4	253	tranexamic	"prostatic hyperplasia"	10.30	14.12	565	40
0.39	4	255	amisulpride	"cardiomyopathies"	10.21	16.67	400	24
0.39	4	255	amisulpride	"diabetes mellitus, type 2"	10.21	16.67	400	24
0.39	4	255	amisulpride	"obesity"	10.21	16.67	400	24
0.39	4	327	mirtazapine	"alzheimer disease"	10.22	15.90	636	40
0.39	4	327	mirtazapine	"cachexia"	10.22	15.90	636	40
0.39	4	327	mirtazapine	"obesity"	10.22	15.90	636	40
0.39	4	327	mirtazapine	"pancreatitis"	10.22	15.90	636	40
0.39	4	327	mirtazapine	"postoperative nausea and vomiting"	10.22	15.90	636	40
0.39	4	327	mirtazapine	"tauopathies"	10.22	15.90	636	40
0.39	4	365	propylthiouracil	"intraoperative complications"	10.32	16.59	730	44
0.39	4	46	atracurium	"glaucoma"	10.24	10.24	297	29
0.39	4	46	atracurium	"liver cirrhosis"	10.24	10.24	297	29
0.39	4	50	ciclosporin	"alopecia"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"cardiomyopathies"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"cytomegalovirus infections"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"dermatomyositis"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"encephalitis"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"gout"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"graves disease"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"histiocytosis"	10.13	10.13	547	54
0.39	4	50	ciclosporin	"liver cirrhosis"	10.13	10.13	547	54
0.39	4	50	tizanidine	"sleep disorders"	10.36	10.36	114	11
0.39	4	50	tizanidine	"tension-type headache"	10.36	10.36	114	11
0.39	4	53	iproniazid	"dyskinesias"	10.29	10.29	175	17
0.39	4	53	iproniazid	"leukemia"	10.29	10.29	175	17
0.39	4	53	iproniazid	"substance withdrawal syndrome"	10.29	10.29	175	17
0.39	4	61	fondaparinux	"osteoarthritis"	10.20	10.20	153	15
0.39	4	61	fondaparinux	"vasculitis"	10.20	10.20	153	15
0.39	4	641	streptomycin	"colitis, ulcerative"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"epilepsy"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"hemolytic-uremic syndrome"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"leg ulcer"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"menstruation disturbances"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"peptic ulcer"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"spondylarthritis"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"trigeminal neuralgia"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"uveitis"	10.19	17.73	1383	78
0.39	4	641	streptomycin	"vomiting"	10.19	17.73	1383	78
0.39	4	77	fluocinolone	"cytomegalovirus infections"	10.24	10.24	297	29
0.39	4	77	fluocinolone	"erythema"	10.24	10.24	297	29
0.39	4	82	trichlormethiazide	"hypokalemia"	10.36	10.36	114	11
0.39	4	82	trichlormethiazide	"nephritis"	10.36	10.36	114	11
0.39	4	97	ofloxacin	"arthritis, rheumatoid"	10.35	10.35	569	55
0.39	4	97	ofloxacin	"asthma"	10.35	10.35	569	55
0.39	4	97	ofloxacin	"osteoarthritis"	10.35	10.35	569	55
0.39	4	98	diphenhydramine	"arthritis, rheumatoid"	10.26	10.26	595	58
0.39	4	98	diphenhydramine	"parkinson disease"	10.26	10.26	595	58
0.39	5	1174	zidovudine	"bipolar disorder"	12.98	33.92	1764	52
0.39	5	1174	zidovudine	"hodgkin disease"	12.98	33.92	1764	52
0.39	5	1174	zidovudine	"sleep disorders"	12.98	33.92	1764	52
0.39	5	1174	zidovudine	"thalassemia"	12.98	33.92	1764	52
0.39	5	1174	zidovudine	"vasculitis"	12.98	33.92	1764	52
0.39	5	121	tranylcypromine	"alzheimer disease"	12.83	13.71	329	24
0.39	5	121	tranylcypromine	"tauopathies"	12.83	13.71	329	24
0.39	5	137	darbepoetin	"hypertension"	12.92	15.77	205	13
0.39	5	143	azithromycin	"arthritis, reactive"	12.84	13.54	826	61
0.39	5	143	azithromycin	"hemolytic-uremic syndrome"	12.84	13.54	826	61
0.39	5	143	azithromycin	"lymphoma"	12.84	13.54	826	61
0.39	5	143	azithromycin	"lymphoma, non-hodgkin"	12.84	13.54	826	61
0.39	5	143	azithromycin	"spondylarthritis"	12.84	13.54	826	61
0.39	5	143	azithromycin	"vomiting"	12.84	13.54	826	61
0.39	5	157	estrone	"cushing syndrome"	12.69	13.86	679	49
0.39	5	157	estrone	"diabetes mellitus, type 1"	12.69	13.86	679	49
0.39	5	157	estrone	"leukemia"	12.69	13.86	679	49
0.39	5	177	lactulose	"acquired immunodeficiency syndrome"	12.83	14.28	757	53
0.39	5	177	lactulose	"gastritis"	12.83	14.28	757	53
0.39	5	177	lactulose	"megacolon"	12.83	14.28	757	53
0.39	5	177	lactulose	"urination disorders"	12.83	14.28	757	53
0.39	5	177	lactulose	"vomiting"	12.83	14.28	757	53
0.39	5	214	ornithine	"alopecia"	12.76	14.15	1160	82
0.39	5	214	ornithine	"cachexia"	12.76	14.15	1160	82
0.39	5	214	ornithine	"huntington disease"	12.76	14.15	1160	82
0.39	5	214	ornithine	"periodontitis"	12.76	14.15	1160	82
0.39	5	222	lamivudine	"erythema"	12.69	16.35	801	49
0.39	5	222	lamivudine	"myocardial ischemia"	12.69	16.35	801	49
0.39	5	3226	phenytoin	"acne vulgaris"	12.73	44.31	4475	101
0.39	5	3226	phenytoin	"cytomegalovirus infections"	12.73	44.31	4475	101
0.39	5	3226	phenytoin	"myasthenia gravis"	12.73	44.31	4475	101
0.39	5	3226	phenytoin	"myositis"	12.73	44.31	4475	101
0.39	5	3226	phenytoin	"myotonic dystrophy"	12.73	44.31	4475	101
0.39	5	3226	phenytoin	"reflex sympathetic dystrophy"	12.73	44.31	4475	101
0.39	5	3226	phenytoin	"sexual dysfunctions, psychological"	12.73	44.31	4475	101
0.39	5	3504	methacholine	"dyskinesias"	12.91	64.70	4335	67
0.39	5	3504	methacholine	"eczema"	12.91	64.70	4335	67
0.39	5	3504	methacholine	"raynaud disease"	12.91	64.70	4335	67
0.39	5	414	bosentan	"anemia, sickle cell"	12.73	20.41	837	41
0.39	5	414	bosentan	"mixed connective tissue disease"	12.73	20.41	837	41
0.39	5	414	bosentan	"pulmonary disease, chronic obstructive"	12.73	20.41	837	41
0.39	5	414	bosentan	"renal insufficiency, chronic"	12.73	20.41	837	41
0.39	5	414	bosentan	"sarcoidosis"	12.73	20.41	837	41
0.39	5	54	ethinylestradiol	"obesity"	12.75	12.75	306	24
0.39	5	587	chloramphenicol	"cytomegalovirus infections"	12.76	19.05	1791	94
0.39	5	587	chloramphenicol	"diabetes mellitus, type 2"	12.76	19.05	1791	94
0.39	5	587	chloramphenicol	"granuloma"	12.76	19.05	1791	94
0.39	5	81	nabumetone	"hypertension"	12.86	12.86	180	14
0.39	5	98	tramadol	"migraine disorders"	12.82	12.82	628	49
0.39	5	98	tramadol	"pancreatitis"	12.82	12.82	628	49
0.39	5	98	tramadol	"renal insufficiency, chronic"	12.82	12.82	628	49
0.39	6	133	cetirizine	"dyskinesias"	15.53	17.47	297	17
0.39	6	155	terazosin	"urinary incontinence"	15.50	18.56	334	18
0.39	6	155	terazosin	"urinary retention"	15.50	18.56	334	18
0.39	6	177	chlorpropamide	"diabetic nephropathies"	15.28	19.00	475	25
0.39	6	23	bupranolol	"coronary disease"	15.40	15.40	77	5
0.39	6	251	deferiprone	"anemia, sickle cell"	15.20	30.30	303	10
0.39	6	269	zolpidem	"alzheimer disease"	15.21	22.25	534	24
0.39	6	273	deferoxamine	"pulmonary fibrosis"	15.28	19.60	784	40
0.39	6	273	deferoxamine	"retinal degeneration"	15.28	19.60	784	40
0.39	6	503	sulfasalazine	"alopecia"	15.40	31.24	1937	62
0.39	6	503	sulfasalazine	"pericarditis"	15.40	31.24	1937	62
0.39	6	547	vancomycin	"macular degeneration"	15.41	23.94	2083	87
0.39	6	547	vancomycin	"retinal degeneration"	15.41	23.94	2083	87
0.39	6	60	terodiline	"enuresis"	15.38	15.38	123	8
0.39	6	747	sertraline	"migraine disorders"	15.56	27.33	1503	55
0.39	6	747	sertraline	"tourette syndrome"	15.56	27.33	1503	55
0.39	6	774	ampicillin	"acne vulgaris"	15.58	25.90	2098	81
0.39	6	774	ampicillin	"crohn disease"	15.58	25.90	2098	81
0.39	6	774	ampicillin	"leprosy"	15.58	25.90	2098	81
0.39	6	774	ampicillin	"lymphoma, non-hodgkin"	15.58	25.90	2098	81
0.39	6	774	ampicillin	"myositis"	15.58	25.90	2098	81
0.39	6	774	ampicillin	"prostatic hyperplasia"	15.58	25.90	2098	81
0.39	6	89	lenalidomide	"hodgkin disease"	15.56	15.56	249	16
0.39	7	1212	paclitaxel	"vasculitis"	18.11	62.91	4152	66
0.39	7	1212	paclitaxel	"xerostomia"	18.11	62.91	4152	66
0.39	7	128	chlordiazepoxide	"obsessive-compulsive disorder"	17.92	19.00	494	26
0.39	7	143	mannitol	"alzheimer disease"	17.95	18.40	1766	96
0.39	7	143	mannitol	"parkinson disease"	17.95	18.40	1766	96
0.39	7	143	mannitol	"tauopathies"	17.95	18.40	1766	96
0.39	7	144	aminopterin	"arthritis, rheumatoid"	18.00	22.40	224	10
0.39	7	144	aminopterin	"carcinoma, non-small-cell lung"	18.00	22.40	224	10
0.39	7	170	ascorbic	"meningitis"	17.81	18.79	2029	108
0.39	7	170	ascorbic	"menstruation disturbances"	17.81	18.79	2029	108
0.39	7	170	ascorbic	"multiple sclerosis"	17.81	18.79	2029	108
0.39	7	170	ascorbic	"periodontitis"	17.81	18.79	2029	108
0.39	7	170	ascorbic	"sleep disorders"	17.81	18.79	2029	108
0.39	7	208	riluzole	"depressive disorder"	17.83	28.44	512	18
0.39	7	208	riluzole	"obsessive-compulsive disorder"	17.83	28.44	512	18
0.39	7	211	halothane	"arteriosclerosis"	17.92	20.82	1249	60
0.39	7	211	halothane	"lymphoma"	17.92	20.82	1249	60
0.39	7	211	halothane	"myositis"	17.92	20.82	1249	60
0.39	7	294	nicotinic	"eczema"	18.11	26.86	2901	108
0.39	7	294	nicotinic	"metabolic syndrome x"	18.11	26.86	2901	108
0.39	7	294	nicotinic	"mycoses"	18.11	26.86	2901	108
0.39	7	294	nicotinic	"pancreatitis"	18.11	26.86	2901	108
0.39	7	300	gliclazide	"diabetic nephropathies"	18.14	32.43	454	14
0.39	7	456	baclofen	"amyotrophic lateral sclerosis"	18.10	30.68	1534	50
0.39	7	456	baclofen	"huntington disease"	18.10	30.68	1534	50
0.39	7	553	tetrofosmin	"diabetes mellitus, type 2"	18.04	42.21	1182	28
0.39	7	772	vinblastine	"diabetes insipidus"	18.04	50.08	2504	50
0.39	7	772	vinblastine	"menstruation disturbances"	18.04	50.08	2504	50
0.39	7	987	mercaptopurine	"granuloma"	18.00	50.07	2253	45
0.39	8	109	reteplase	"peripheral vascular diseases"	20.67	22.17	133	6
0.39	8	1348	verapamil	"alzheimer disease"	20.66	57.61	5588	97
0.39	8	1348	verapamil	"diabetic angiopathies"	20.66	57.61	5588	97
0.39	8	1348	verapamil	"metabolic syndrome x"	20.66	57.61	5588	97
0.39	8	1348	verapamil	"respiratory distress syndrome, adult"	20.66	57.61	5588	97
0.39	8	185	benazepril	"coronary disease"	20.50	25.81	413	16
0.39	8	1875	enalapril	"muscular dystrophies"	20.59	56.06	3868	69
0.39	8	187	perhexiline	"polyradiculoneuropathy"	20.64	29.86	418	14
0.39	8	259	retinol	"celiac disease"	20.40	23.55	2237	95
0.39	8	259	retinol	"hyperostosis"	20.40	23.55	2237	95
0.39	8	259	retinol	"lupus erythematosus, systemic"	20.40	23.55	2237	95
0.39	8	259	retinol	"multiple sclerosis"	20.40	23.55	2237	95
0.39	8	324	tetracycline	"carcinoma, non-small-cell lung"	20.54	26.65	3304	124
0.39	8	324	tetracycline	"crohn disease"	20.54	26.65	3304	124
0.39	8	324	tetracycline	"pericarditis"	20.54	26.65	3304	124
0.39	8	324	tetracycline	"pulmonary disease, chronic obstructive"	20.54	26.65	3304	124
0.39	8	324	tetracycline	"pulmonary fibrosis"	20.54	26.65	3304	124
0.39	8	324	tetracycline	"stomatitis, aphthous"	20.54	26.65	3304	124
0.39	8	416	amiloride	"peptic ulcer"	20.63	32.61	1337	41
0.39	8	577	glibenclamide	"sexual dysfunction, physiological"	20.58	40.74	1752	43
0.39	8	639	lisinopril	"metabolic syndrome x"	20.37	37.97	1329	35
0.39	8	639	lisinopril	"obesity"	20.37	37.97	1329	35
0.39	8	921	metoprolol	"sexual dysfunctions, psychological"	20.39	51.93	2908	56
0.39	9	121	ezetimibe	"histiocytosis"	23.29	24.38	512	21
0.40	10	195	molsidomine	"hypertension, pulmonary"	25.21	32.93	461	14
0.40	10	264	carmustine	"vomiting"	25.12	37.76	642	17
0.40	10	323	tacrolimus	"asthma"	25.17	33.09	3706	112
0.40	10	323	tacrolimus	"polycystic kidney diseases"	25.17	33.09	3706	112
0.40	10	323	tacrolimus	"substance withdrawal syndrome"	25.17	33.09	3706	112
0.40	10	4788	aldosterone	"arteritis"	25.23	106.23	11473	108
0.40	10	4788	aldosterone	"eating disorders"	25.23	106.23	11473	108
0.40	10	4788	aldosterone	"graves disease"	25.23	106.23	11473	108
0.40	10	4788	aldosterone	"psoriasis"	25.23	106.23	11473	108
0.40	10	615	antithrombin	"osteoarthritis"	24.73	42.32	4274	101
0.40	10	615	antithrombin	"pulmonary fibrosis"	24.73	42.32	4274	101
0.40	10	63	miglustat	"cystic fibrosis"	25.00	25.00	100	4
0.40	10	682	choline	"megacolon"	25.01	38.73	4609	119
0.40	10	682	choline	"respiratory distress syndrome, adult"	25.01	38.73	4609	119
0.40	11	1385	alanine	"diabetic retinopathy"	27.77	47.22	7177	152
0.40	11	1385	alanine	"facial dermatoses"	27.77	47.22	7177	152
0.40	11	1385	alanine	"hodgkin disease"	27.77	47.22	7177	152
0.40	11	1385	alanine	"prostatic hyperplasia"	27.77	47.22	7177	152
0.40	12	3147	norepinephrine	"glaucoma"	30.33	77.39	10216	132
0.40	12	3147	norepinephrine	"leukemia"	30.33	77.39	10216	132
0.40	12	3147	norepinephrine	"urinary incontinence, stress"	30.33	77.39	10216	132
0.40	13	1039	testosterone	"attention deficit disorder with hyperactivity"	32.57	71.36	10561	148
0.40	13	1039	testosterone	"urinary incontinence"	32.57	71.36	10561	148
0.40	13	1039	testosterone	"vasculitis"	32.57	71.36	10561	148
0.40	13	1141	azathioprine	"epilepsy"	32.71	65.20	7954	122
0.40	13	3362	methotrexate	"celiac disease"	32.85	126.71	16726	132
0.40	13	3362	methotrexate	"leg ulcer"	32.85	126.71	16726	132
0.40	13	3362	methotrexate	"panniculitis"	32.85	126.71	16726	132
0.40	13	547	methylprednisolone	"cystic fibrosis"	32.40	49.34	6908	140
0.40	13	547	methylprednisolone	"diabetes mellitus, type 2"	32.40	49.34	6908	140
0.40	13	547	methylprednisolone	"muscular dystrophies"	32.40	49.34	6908	140
0.40	13	547	methylprednisolone	"reflex sympathetic dystrophy"	32.40	49.34	6908	140
0.40	14	3931	adenosine	"autistic disorder"	35.04	100.20	15731	157
0.40	14	3931	adenosine	"hypokalemia"	35.04	100.20	15731	157
0.40	15	3795	cyclophosphamide	"colitis, ulcerative"	37.06	156.45	21903	140
0.40	15	3795	cyclophosphamide	"diabetes insipidus"	37.06	156.45	21903	140
0.40	15	3795	cyclophosphamide	"osteonecrosis"	37.06	156.45	21903	140
0.40	15	3795	cyclophosphamide	"peptic ulcer"	37.06	156.45	21903	140
0.40	2	11	antazoline	"coronary disease"	5.00	5.00	25	5
0.40	2	11	salsalate	"renal insufficiency, chronic"	5.00	5.00	35	7
0.40	2	11	salsalate	"urination disorders"	5.00	5.00	35	7
0.40	2	13	carboquone	"hodgkin disease"	5.00	5.00	25	5
0.40	2	13	carboquone	"lymphoma, non-hodgkin"	5.00	5.00	25	5
